"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1861248451029475451","Tue Nov 26 03:19:45 +0000 2024","15701","Buat WNI yang masih betah tinggal di Indonesia dalam waktu lama dan bingung uangnya buat apa ditaroh di Sukuk Tabungan BRI aja. Daripada Investasi ke mana mana gak jelas lumayan tiap bulan dapet penghasilan udah kaya nerima uang kost-an. Hahaha https://t.co/Cf5kuMI9a1","1861248451029475451","https://pbs.twimg.com/media/GdR7mS2aoAA8CZ3.jpg","","in","","523","528","2038","https://x.com/undefined/status/1861248451029475451","139315638",
"1627614563708588032","Mon Feb 20 10:22:06 +0000 2023","220","Dalam investasi pasar modal ada Rapat Umum Pemegang Saham - RUPS dan Public Expose Seperti contoh di bawah ini yg BBRI akan mengadakan RUPS tanggal 13 Maret 2023 nanti Apa perbedaan keduanya dan apa saja agenda yg perlu diperhatikan investor? https://t.co/Xqou4jG4Ey","1627614563708588032","https://pbs.twimg.com/media/FpZy0KyaYAIBRl-.jpg","","in","","1","2","37","https://x.com/undefined/status/1627614563708588032","574453228",
"1854840391725728174","Fri Nov 08 10:56:25 +0000 2024","19315","Selain Mixue ada lagi yang punya cabang di mana-mana btw yaitu bank BRI‍️ Sebelum beli lot BBRI kemarin aku sempat kepoin soal sejarahnya buat tau track record &amp; perjalanan bank ini. Ternyata seru juga! BRI pertama kali berdiri di Purwokerto th 1895 awalnya menarik banget. https://t.co/RqFFFakcZc","1854840391725728174","https://pbs.twimg.com/media/Gb23gQ8bwAIAo5O.jpg","","in","","225","180","2534","https://x.com/undefined/status/1854840391725728174","1080481376623722507",
"1872958184811577738","Sat Dec 28 10:50:03 +0000 2024","250","Untuk Tahun 2025 Gw tetap pakai skema investasi yang sama seperti tahun 2024 yaitu : - Dividen hunter - Kolektor IPO Sama tambahan 1 lagi - ngurusin $BBRI yg lagi nyangkut 12%. Hahaha Jadi kemungkinan 3 topik di atas yang tetap mendominasi di X gw https://t.co/iELaJfgfIs","1872958184811577738","https://pbs.twimg.com/media/Gf4Vix5awAMYbA-.jpg","","in","","9","32","14","https://x.com/undefined/status/1872958184811577738","1634788663",
"1820624326548394241","Tue Aug 06 00:53:59 +0000 2024","167","Ingin mulai investasi tapi bingung mulai dari mana? BRImo punya solusi! Buka RDN melalui BRImo dan akses investasi langsung di aplikasi Brights. Mulai investasi sekarang biar makin cuan! info lebih lanjut: https://t.co/N3DWLwQge6 #BRImo #BRImoMudahSerbaBisa https://t.co/M5KQRsQ45k","1820624326548394241","https://pbs.twimg.com/ext_tw_video_thumb/1820624209804148736/pu/img/FlktBBEDy-2eUrbd.jpg","","in","","0","210","27","https://x.com/undefined/status/1820624326548394241","1398703135",
"1844204447976784098","Thu Oct 10 02:32:58 +0000 2024","0","Ayo #BBRI semangat ke 4600 #saham #investasi https://t.co/sCcoGichmR","1844204447976784098","https://pbs.twimg.com/ext_tw_video_thumb/1844204419757531137/pu/img/Sg45Ik3PvLzzvWjV.jpg","","in","","0","0","0","https://x.com/undefined/status/1844204447976784098","1794297861926170624",
"1818492310667055158","Wed Jul 31 03:42:07 +0000 2024","33","Sobat BRI Jangan tunda lagi investasi propertimu mulai dari sini! Info lebih lanjut kunjungi https://t.co/v93oHI4yPM #KPRBRI #MudahCepatPunyaRumah #KPRkavling https://t.co/F9V0v4j6CY","1818492310667055158","https://pbs.twimg.com/ext_tw_video_thumb/1818492272633430016/pu/img/plkFscierIkfZ7ds.jpg","","in","","0","21","16","https://x.com/undefined/status/1818492310667055158","1398703135",
"1796163769531277805","Thu May 30 12:56:28 +0000 2024","162","Investasi emas makin pas di BRImo ️ Sobat BRI dukung tim kesayangan kamu di BRI Liga 1 sekaligus dukung masa depan kamu dengan mulai investasi emas sekarang! Info lebih lanjut: https://t.co/ShPL9fmD7W #BRImo #BRImoMudahSerbaBisa https://t.co/w3vAcy7Mef","1796163769531277805","https://pbs.twimg.com/ext_tw_video_thumb/1796163658294472704/pu/img/wX_W43qkvZQYAFUH.jpg","","in","","2","20","18","https://x.com/undefined/status/1796163769531277805","1398703135",
"1842808359138857051","Sun Oct 06 06:05:25 +0000 2024","228","Cara lihatnya bukan dari nominal rupiah itu saham beredarnya ada berapa dulu. Ggrm 15850 tapi saham beredarnya 1 9 M Bandingin bbri 4860 tapi saham beredarnya 151 M Kalau lu mau nguasai semuanya jauh bat dari 1 9 M ke 151 M bbri butuh duid 736 T kalai ggrm cuman 30 T https://t.co/OBuJKzCD4r","1842808359138857051","https://pbs.twimg.com/media/GZL4b1ha0AAPvad.jpg","","in","","0","7","35","https://x.com/undefined/status/1842808359138857051","1345898259445817345",
"1854840391725728174","Fri Nov 08 11:04:29 +0000 2024","366","Karena dr sejarahnya juga BRI dibangun supaya rakjat bisa nabung ngindarin rentenir ngelola dana masjid dll BRI juga sampai skrg mendukung iklusi dan literasi finansial rakjat dengan kehadiran BRILink layanannya sampai ke desa-desa terpentjil. Dr dulu konsisten memberi https://t.co/w4eVJHaxto","1854842423610089751","https://pbs.twimg.com/media/Gb25WaTa0AA61-E.jpg","senjatanuklir","in","","9","15","17","https://x.com/undefined/status/1854842423610089751","1080481376623722507",
