Price,Close,High,Low,Open,Volume
Ticker,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK
Date,,,,,
2019-01-01,2581.069091796875,2581.069091796875,2581.069091796875,2581.069091796875,0
2019-01-02,2563.570068359375,2589.8182260558874,2537.3219106628626,2589.8182260558874,45319200
2019-01-03,2511.073974609375,2572.3196813071645,2484.8258145960367,2546.071521293826,74174000
2019-01-04,2607.3173828125,2607.3173828125,2502.324736524748,2511.0741237153943,78514000
2019-01-07,2598.56787109375,2651.0641917219064,2598.56787109375,2624.816031407828,53624800
2019-01-08,2572.31982421875,2616.066760004783,2572.31982421875,2598.56798569037,80073200
2019-01-09,2651.064208984375,2651.064208984375,2589.818501186056,2624.8160484993814,104903400
2019-01-10,2694.811279296875,2694.811279296875,2642.3149556742087,2668.5631174855416,130603200
2019-01-11,2694.811279296875,2729.8088283786524,2686.0618920264305,2712.3100538377635,88899400
2019-01-14,2694.811279296875,2712.3100538377635,2677.312504755986,2712.3100538377635,71320000
2019-01-15,2729.80859375,2729.80859375,2677.3122746394233,2712.309820713141,86697200
2019-01-16,2729.80859375,2738.5579802684297,2686.0616611578525,2729.80859375,78625600
2019-01-17,2756.056640625,2817.30234375,2729.808482142857,2729.808482142857,101961200
2019-01-18,2756.056640625,2773.5554129464285,2738.5578683035715,2764.806026785714,56790000
2019-01-21,2729.80859375,2764.8061398237182,2729.80859375,2738.5579802684297,111624400
2019-01-22,2712.3095703125,2729.8083417338707,2677.312027469758,2703.5601846018144,123558000
2019-01-23,2616.06640625,2694.8108800167224,2616.06640625,2651.063950146321,162196000
2019-01-24,2616.06640625,2624.8157922240803,2598.5676343018395,2616.06640625,179821400
2019-01-25,2581.069091796875,2633.5654123079976,2554.8209315413133,2616.06663880429,143184800
2019-01-28,2511.073974609375,2598.5678413205032,2476.076427924924,2581.0690679782774,207013400
2019-01-29,2493.574951171875,2537.3218801398025,2467.3267937911182,2511.073722759046,162587800
2019-01-30,2537.322021484375,2563.570180327317,2493.575090079472,2493.575090079472,175565200
2019-01-31,2607.3173828125,2616.066770003146,2546.071672477978,2563.57044685927,214008600
2019-02-01,2659.8134765625,2668.562862998561,2616.0665443821954,2624.815930818256,104295400
2019-02-04,2572.31982421875,2659.8136957908164,2572.31982421875,2624.8161471619896,80919200
2019-02-05,2572.31982421875,2572.31982421875,2572.31982421875,2572.31982421875,0
2019-02-06,2616.06640625,2633.5651781981605,2598.5676343018395,2607.3170202759197,60281400
2019-02-07,2642.314697265625,2642.314697265625,2598.567765191691,2616.0665380212645,31622800
2019-02-08,2651.064208984375,2651.064208984375,2598.5678880143873,2624.8160484993814,46828400
2019-02-11,2668.56298828125,2668.56298828125,2633.565440893955,2659.813601434426,72358200
2019-02-12,2598.56787109375,2686.061738807344,2581.069097551031,2686.061738807344,82644200
2019-02-13,2537.322021484375,2616.0664980132005,2537.322021484375,2598.5677254512393,75046400
2019-02-14,2511.073974609375,2581.0690679782774,2511.073974609375,2572.3196813071645,95699000
2019-02-15,2511.073974609375,2528.572747951601,2484.8258145960367,2502.324587938262,92002800
2019-02-18,2546.071533203125,2554.8209199151634,2511.073986354972,2554.8209199151634,86216800
2019-02-19,2519.8232421875,2563.5701734754775,2493.5750834147134,2546.0714009602866,92714200
2019-02-20,2484.826171875,2537.322499449824,2432.3298443001763,2537.322499449824,192881200
2019-02-21,2563.570068359375,2563.570068359375,2484.825595269838,2493.574981168675,100203800
2019-02-22,2484.826171875,2554.821275308099,2467.3273960167253,2546.0718873789615,167596800
2019-02-25,2537.322021484375,2537.322021484375,2493.575090079472,2502.3244763604525,91520000
2019-02-26,2546.071533203125,2546.071533203125,2502.324599642934,2546.071533203125,94091000
2019-02-27,2519.8232421875,2546.0714009602866,2502.324469672309,2519.8232421875,72356800
2019-02-28,2493.574951171875,2537.3218801398025,2484.8255653782894,2528.572494346217,84980200
2019-03-01,2511.073974609375,2528.572747951601,2493.575201267149,2502.324587938262,47003200
2019-03-04,2484.826171875,2511.074335662412,2484.826171875,2511.074335662412,29659800
2019-03-05,2432.329345703125,2493.575048652484,2379.8330288893885,2467.3268902456157,223113200
2019-03-06,2476.076416015625,2476.076416015625,2406.081322983381,2449.8282561285337,94977600
2019-03-07,2476.076416015625,2476.076416015625,2476.076416015625,2476.076416015625,0
2019-03-08,2414.83056640625,2467.3268830672555,2414.83056640625,2467.3268830672555,71523400
2019-03-11,2397.332275390625,2432.3298268561816,2388.582887524236,2432.3298268561816,53912400
2019-03-12,2353.5849609375,2406.0812797688195,2336.0861879937265,2388.5825068250465,60509600
2019-03-13,2344.8359375,2379.83348880597,2327.337161847015,2379.83348880597,55730600
2019-03-14,2414.83056640625,2423.5799525164175,2353.584863635077,2379.83302196558,44212200
2019-03-15,2484.826171875,2484.826171875,2423.580456371039,2423.580456371039,71744400
2019-03-18,2484.826171875,2528.573111520687,2458.578008087588,2502.3249477332747,52140200
2019-03-19,2581.069091796875,2589.8184785487288,2502.3246110301907,2511.0739977820444,158696000
2019-03-20,2589.818359375,2607.31713207348,2554.820813978041,2589.818359375,51652800
2019-03-21,2616.06640625,2633.5651781981605,2607.3170202759197,2624.8157922240803,68829800
2019-03-22,2607.3173828125,2624.8161571937917,2598.5679956218537,2616.066770003146,45259400
2019-03-25,2511.073974609375,2563.570294636052,2511.073974609375,2537.3221346227133,45751600
2019-03-26,2554.82080078125,2572.319573389341,2546.0714144772046,2546.0714144772046,28799400
2019-03-27,2528.572998046875,2598.5680983388297,2528.572998046875,2598.5680983388297,38906600
2019-03-28,2581.069091796875,2581.069091796875,2537.3221580376057,2554.8209315413133,47868600
2019-03-29,2616.06640625,2624.8157922240803,2563.5700904055184,2589.818248327759,71140200
2019-04-01,2624.816162109375,2633.5655493164063,2607.317387695313,2624.816162109375,57890600
2019-04-02,2598.56787109375,2633.5654181791874,2563.570324008312,2633.5654181791874,36872800
2019-04-03,2598.56787109375,2598.56787109375,2598.56787109375,2598.56787109375,0
2019-04-04,2686.0615234375,2694.810909507329,2624.8158209486974,2624.8158209486974,119083400
2019-04-05,2642.314697265625,2686.061629339559,2642.314697265625,2686.061629339559,40534200
2019-04-08,2624.816162109375,2659.8137109375,2581.069226074219,2659.8137109375,45862600
2019-04-09,2686.0615234375,2703.560295577158,2642.314593088355,2651.0639791581843,61437800
2019-04-10,2642.314697265625,2686.061629339559,2633.565310850838,2677.3122429247724,30552600
2019-04-11,2589.818359375,2659.813450168919,2589.818359375,2651.064063819679,70389000
2019-04-12,2563.570068359375,2589.8182260558874,2554.8206824605377,2572.3194542582123,53372400
2019-04-15,2572.31982421875,2607.3173728475763,2563.5704370615435,2589.8185985331634,48251000
2019-04-16,2668.56298828125,2668.56298828125,2572.3197329661884,2581.069119813012,143066800
2019-04-17,2668.56298828125,2668.56298828125,2668.56298828125,2668.56298828125,0
2019-04-18,2729.80859375,2843.5506184895835,2721.059207231571,2729.80859375,243343400
2019-04-19,2729.80859375,2729.80859375,2729.80859375,2729.80859375,0
2019-04-22,2712.3095703125,2756.0564988659276,2677.312027469758,2729.8083417338707,69981800
2019-04-23,2686.0615234375,2721.059067716816,2686.0615234375,2694.810909507329,65384600
2019-04-24,2686.0615234375,2703.560295577158,2668.562751297842,2694.810909507329,55408400
2019-04-25,2677.3125,2686.061887254902,2642.314950980392,2677.3125,111185200
2019-04-26,2703.560302734375,2729.8084610133496,2616.0664418044603,2642.3146000834345,150697400
2019-04-29,2721.059326171875,2729.8087130727495,2686.0617785683785,2694.8111654692525,112773000
2019-04-30,2703.560302734375,2756.0566192923243,2703.560302734375,2738.5578471063413,103243000
2019-05-01,2703.560302734375,2703.560302734375,2703.560302734375,2703.560302734375,0
2019-05-02,2694.811279296875,2703.5606665673195,2668.5631174855416,2694.811279296875,68943800
2019-05-03,2677.3125,2694.8112745098038,2651.064338235294,2694.8112745098038,60141600
2019-05-06,2633.565185546875,2651.063957543864,2563.570097558918,2624.8157995483803,100956600
2019-05-07,2677.3125,2686.061887254902,2642.314950980392,2686.061887254902,68861800
2019-05-08,2633.565185546875,2651.063957543864,2607.317027551391,2624.8157995483803,79916800
2019-05-09,2624.816162109375,2651.064323730469,2607.317387695313,2607.317387695313,90947000
2019-05-10,2616.06640625,2651.063950146321,2581.068862353679,2642.314564172241,65009400
2019-05-13,2633.565185546875,2677.312115539348,2624.8157995483803,2651.063957543864,83342800
