"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1839650034775720100","Sat Sep 28 03:18:48 +0000 2024","414","@journads @worksfess Sangat setuju nder buat pemula sebaiknya taruh saham di BBCA saja modal sabar dan yg pasti uang dingin insyaallah semua akan profit pada waktunya https://t.co/ewBAGqKcV2","1839867327330037787","https://pbs.twimg.com/media/GYiFlYuasBM2rAL.jpg","journads","in","Sub, IDN","8","20","11","https://x.com/Diorenggaaa/status/1839867327330037787","494949514","Diorenggaaa"
"1762783122758979646","Wed Feb 28 10:13:42 +0000 2024","244","shm! akhirnya BBCA tembus 10k. Semoga tidak ada stock split lagi ya https://t.co/VMdVsIVakz","1762783122758979646","https://pbs.twimg.com/media/GHap6BWakAAB1fC.jpg","","in","Sukses Finansial","32","49","14","https://x.com/Saham_fess/status/1762783122758979646","1336580251493646343","Saham_fess"
"1817042265413394836","Sat Jul 27 04:25:59 +0000 2024","1819","@convomf Itu mereka beli nder kalau prep food sendiri jauh lebih hemat dan porsinya bisa dibanyakin sendiri (udah 2 tahun bawa bekel dan masak sendiri semenjak kerja) Lebih bisa hemat dan uangnya buat investasi muka dan LM/saham BBCA","1817053797694242953","","convomf","in","","1","3","15","https://x.com/airoooo634/status/1817053797694242953","1637806514735042560","airoooo634"
"1707545105803120914","Thu Sep 28 23:57:32 +0000 2023","449","Kasus Korupsi BTS ternyata mengalir kesalah satu oknum Badan Pemeriksa Keuangan (BPK) Saksi mengaku ada sekitar 40 MILIYAR dana yang mengalir kebadan yang memiliki tanggung jawab pemeriksaan keuangan negara Ibarat anti virus malah kena virus https://t.co/el4XnAVeV2","1707545105803120914","https://pbs.twimg.com/ext_tw_video_thumb/1707545032029536256/pu/img/WSmHiEwTN-vuMicO.jpg","","in","Always in your heart","42","74","149","https://x.com/profesor_saham/status/1707545105803120914","1345898259445817345","profesor_saham"
"1807031896926523573","Sat Jun 29 12:42:31 +0000 2024","1"," alhamdulillah gajadi jual saham bbca https://t.co/WBjMstIKC0","1807031896926523573","https://pbs.twimg.com/media/GRPd7wwa8AAkoye.jpg","","in","ID","0","2","0","https://x.com/sapotoufu/status/1807031896926523573","396088613","sapotoufu"
"1837372047665811867","Sat Sep 21 06:03:27 +0000 2024","3","Kenapa orang2 kalau ikut francise2 ga jelas bisa terus bertahan sampe bangkrut bahkan masih pake utang. Tapi kalau saham bbca baru turun loss 5sd10% banyak yg cutloss padahal bbca terus cetak all time high. Saya GOTO modal 55 aja siap kok ga cutloss sampe rp0 alias bubar https://t.co/hQ15jGW8o6","1837372047665811867","https://pbs.twimg.com/tweet_video_thumb/GX-oIjVaUAQraKR.jpg","","in","Indonesia","0","2","0","https://x.com/TradingDiary2/status/1837372047665811867","1260798424393211904","TradingDiary2"
"1774416303719326169","Sun Mar 31 12:39:48 +0000 2024","255","Funfact: Jika kamu beli BTC 100 juta bulan lalu sekarang udah profit 16.4 juta (jadi 116 juta). Bandingkan dengan top player IHSG BBCA butuh waktu 1 tahun naik 16% shm! https://t.co/BmGDZxReS2","1774416303719326169","https://pbs.twimg.com/media/GJ_-OVWacAAibTp.jpg","","in","Sukses Finansial","28","111","14","https://x.com/Saham_fess/status/1774416303719326169","1336580251493646343","Saham_fess"
"1286632609947115520","Fri Jul 24 12:01:33 +0000 2020","432","Hari ini dalam sejarah : Wafatnya Buya Hamka 24 Juli 1981 Beliau memang sudah tiada namun karya-karyanya yang ramai dibincangkan dan dibaca membuat kita merasakan kehadirannya di tengah pentas kehidupan bangsa kita hari-hari ini. https://t.co/l16BjGp309","1286632609947115520","https://pbs.twimg.com/ext_tw_video_thumb/1286632397937602563/pu/img/99er91owEKT5-E6c.jpg","","in","","9","5","187","https://x.com/GenSaladin/status/1286632609947115520","1282595215493066752","GenSaladin"
"1823253205247033849","Tue Aug 13 08:34:59 +0000 2024","1708","@sbyfess kalo saham sih sekalian saham kayak BBCA BBRI dkk gitu nder daripada reksadana. kalo reksadana mending obligasi sih. Tapi saham itu emang high risk jadi ya... kalo rugi banyak ya gausah heran tapi kalo udah naik untungnya gede (tergantung jumlah aset kita juga sih)","1823277053401309587","","sbyfess","in","Kediri, Jawa Timur","3","18","74","https://x.com/dian77206/status/1823277053401309587","1312054531719483396","dian77206"
"1814194773408055666","Fri Jul 19 07:05:14 +0000 2024","2","kenapa 1 helai rambut rontok gabisa berubah jadi 1 lembar saham bbca aja sih ‍️","1814194773408055666","","","in","home","0","2","1","https://x.com/V60_____/status/1814194773408055666","1481739151964016642","V60_____"
