"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1876927325612192178","Wed Jan 08 09:42:00 +0000 2025","24975","ya Allah kalau aku ga bisa jadi prioritas seseorang tolong jadikan aku prioritas BCA BRI BNI dan MANDIRI ","1876927325612192178","","","in","Edinburgh, Scotland","177","282","8298","https://x.com/cindetr/status/1876927325612192178","1356625718138990593","cindetr"
"1878610198216257663","Mon Jan 13 01:09:08 +0000 2025","4","MK : masyarakat lebih percaya damkar daripada polisi... Ada maling yg ditelpon damkar Semoga damkar tetep amanah jangan sampe besok2 masyarakat nelponnya satpam BCA https://t.co/BogEKaXaJw","1878610198216257663","https://pbs.twimg.com/media/GhIqBOYaQAAvn8R.jpg","","in","Timbuktu","0","0","0","https://x.com/erkamahendra/status/1878610198216257663","234580384","erkamahendra"
"1878278199014039880","Sun Jan 12 03:09:54 +0000 2025","308","Trước mắt là MobiFone sau sẽ là EVN và những ngành hàng thiết yếu gắn liền với đời sống của toàn dân. Tự đá bóng tự thổi còi xem ra tổ chức quyền lực nhứt ở VN không còn là ĐCSVN mà là BCA nha đồng bào. Dân im lặng hoặc không làm gì thì chết chắc. https://t.co/GCSv2owSbz","1878278199014039880","https://pbs.twimg.com/media/GhD8EQAakAARctZ.jpg","","vi","","1","45","9","https://x.com/DuyBnh864012/status/1878278199014039880","1687737906054787072","DuyBnh864012"
"1877710471647592612","Fri Jan 10 13:33:57 +0000 2025","7","kasir indomaret pas kita mau masukin pin kartu di mesin debit bca: https://t.co/x01a5lANr4","1877710471647592612","https://pbs.twimg.com/ext_tw_video_thumb/1877671464918482944/pu/img/QbBwLqnYV91xwiOO.jpg","","in","miobump replied 💌","0","1","1","https://x.com/miozamoult/status/1877710471647592612","768806920035504129","miozamoult"
"1876984566268752005","Wed Jan 08 13:29:36 +0000 2025","264","2. Beasiswa BCA benefit : - pendidikan gratis selama masa studi - disedikan asrama mahasiswa - penawaran kerja di BCA - fasilitas lengkap - uang saku deadline : 31 Januari 2025 link : https://t.co/LtuVEGzFbM https://t.co/WL6QjZPSGC","1876984600641081619","https://pbs.twimg.com/media/GgxjilCa8AAQARg.jpg","lalaaskyyy","in","📩 lalaaskyyy@gmail.com","3","2","23","https://x.com/lalaaskyyy/status/1876984600641081619","1283004347312295937","lalaaskyyy"
"1875819876121768229","Sun Jan 05 08:21:24 +0000 2025","6","seabank aja 6 bulan bunganya 5 75% blu by BCA kalau 6 bulan sekitar 3 75% kamu berapa?? https://t.co/yPlgLW7w4P","1875819876121768229","https://pbs.twimg.com/media/GghAOwla8AEX5jH.jpg","","in","","0","3","0","https://x.com/scjswwmg/status/1875819876121768229","1672187903202709505","scjswwmg"
"1712431518868705324","Thu Oct 12 11:34:24 +0000 2023","204","Klik bca itu UX nya gua kasih nilai tinggi praktikal to the point simple kaya produk bca lainnya mbanking dll. UX dan UI itu 2 hal berbeda tampilan keliatan kuno tapi fungsional &gt; mytelkomsel tampilan kebanyakan animasi minim fungsionalitas.","1712431518868705324","","","in","Middle Earth","3","14","33","https://x.com/timothyronald22/status/1712431518868705324","1361502222840864768","timothyronald22"
"1878741485094686884","Mon Jan 13 09:50:50 +0000 2025","2","need cv BCA ke gopay 5k #zonaba #zonauang","1878741485094686884","","","en","","0","12","0","https://x.com/ligngling/status/1878741485094686884","1478982821117001730","ligngling"
"1878790687963181300","Mon Jan 13 13:06:20 +0000 2025","2","wtb canva satu hari yang bisa pae bca please #zonauang️","1878790687963181300","","","in","18","1","16","0","https://x.com/longlivecaca/status/1878790687963181300","1487491212034465799","longlivecaca"
"1876403577574629651","Mon Jan 06 23:00:49 +0000 2025","9","La niña que fui en los 2000 nunca podrá agradecerle lo suficiente a Disney Channel por hacerla TAN feliz. Has sido mi refugio y la banda sonora de mi adolescencia. Daría lo que fuera por revivir una de aquellas tardes soñando despierta frente al televisor. Hasta siempre ️‍ https://t.co/5WoTTSgp3t","1876403577574629651","https://pbs.twimg.com/tweet_video_thumb/GgpTGISW8AAsX_v.jpg","","es","","0","1","3","https://x.com/bca_93/status/1876403577574629651","1521951506","bca_93"
