"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1815600921042198887","Tue Jul 23 04:12:46 +0000 2024","350","Se viene collab se viene una bomba El dueto que tanto esperábamos!! ️‍ Kenia OS x Belinda https://t.co/Mh5bAEldZB","1815600921042198887","https://pbs.twimg.com/media/GTJPY-bWgAAnG2x.jpg","","es","","4","9","51","https://x.com/love_xbeli/status/1815600921042198887","1710458150279626752","love_xbeli"
"1823897419689681275","Thu Aug 15 01:40:05 +0000 2024","0","Perbekalan duniawi today Fillet dada ayam ditumis pake olive oil garlic tomat jahe dan cabe rawit. Gw lagi berhemat biar bisa beli BBCA https://t.co/u0OXAT5tBd","1823897419689681275","https://pbs.twimg.com/media/GU_JCTja4AA6x1R.jpg","","in","Indonesia","0","1","0","https://x.com/foodiary37/status/1823897419689681275","405604622","foodiary37"
"1797161404002443358","Sun Jun 02 07:00:43 +0000 2024","432","HAPPY PRIDE MONTH ️‍ #webtoon #illustration #drawing #art #ocs #pridemonth #pridemonth2024 #LGBTQ #BangkokPride #BangkokPride2024 https://t.co/Kh4d0S1SD5","1797161404002443358","https://pbs.twimg.com/media/GPDMxJiboAAauBE.jpg","","en","","1","2","184","https://x.com/beli3eli/status/1797161404002443358","2242350470","beli3eli"
"1814903361235530028","Sun Jul 21 15:46:19 +0000 2024","448","@convomf Hrsnya 2020 gue beli saham BBCA ","1815050684825588121","","convomf","in","","8","9","28","https://x.com/arkekok/status/1815050684825588121","1449293364969369602","arkekok"
"1815193044066632166","Mon Jul 22 01:12:01 +0000 2024","0","mau beli BBCA tapi ndak punya uang https://t.co/WHhIKksrj6","1815193044066632166","https://pbs.twimg.com/media/GTDcasPbIAA3jYe.png","","in","","0","0","0","https://x.com/svtnntr/status/1815193044066632166","150039463","svtnntr"
"1825871940529406268","Tue Aug 20 12:26:08 +0000 2024","2","emang paling bener beli BBCA https://t.co/y2FK31Wf99","1825871940529406268","https://pbs.twimg.com/media/GVbM2dsaMAUpnFq.jpg","","in","","0","1","0","https://x.com/gaktaumalesza/status/1825871940529406268","1528336067937480704","gaktaumalesza"
"1823564915380248940","Wed Aug 14 03:38:50 +0000 2024","0","in case masukin ke deposit bakal dapet 1.4jt dalam 12 bulan berarti kalo 17 bulan kurleb dapet 2 juta. kayanya masih lebih untung beli saham bbca pake cara beli perbulan agar dapet harga rata2 terbawah tapi apalah apalah masih pagi ngitungin duit orang lain ‍ https://t.co/uKiXyiZAT4","1823564915380248940","https://pbs.twimg.com/media/GU6aoDba4AY4d0l.jpg","","in","","0","0","0","https://x.com/staresdust/status/1823564915380248940","754898570113798144","staresdust"
"1779823090161312084","Mon Apr 15 10:44:26 +0000 2024","220","BellgaEnt Biu recieved praised from director about his performance not idol but an actor . #BuildJakapan @JakeB4rever #Beyourluve https://t.co/X0NlbSf2ee","1779823090161312084","https://pbs.twimg.com/amplify_video_thumb/1779823033794072576/img/hG-I0Xehwkl8fNUj.jpg","","en","Thailand","17","1","148","https://x.com/builenciaga_/status/1779823090161312084","1115300975869173760","builenciaga_"
"1790712327530242370","Wed May 15 11:54:23 +0000 2024","3","Behind the scene ngabarin mak karena dia yang suruh coba she sounds displeased ngakak BGT pasti di otaknya mending beli lot bbca https://t.co/b6aNzzAWr0","1790712327530242370","https://pbs.twimg.com/media/GNnjXmgaIAA64ue.jpg","","in","she 20+","0","4","0","https://x.com/chooingum/status/1790712327530242370","1297614358403411968","chooingum"
"1784476974737772966","Sun Apr 28 06:57:19 +0000 2024","3","Aku abis beli BBRI sama BBCA 2 lot weh","1784476974737772966","","","in","Bekasi sonoan dikit","0","3","0","https://x.com/kingofthe_typo/status/1784476974737772966","1600700844630224896","kingofthe_typo"
